transaction_id,customer_id,customer_name,age,gender,city,region,category,product_name,quantity,unit_price,discount_pct,total_amount,payment_method,order_date,order_status,store_id,sales_rep,rating
TXN-166596,CUST-10602,,44,,Durban,KwaZulu-Natal,Clothing,Hoodie,4,564.65,0.15,1919.81,N/A,2024-08-19,Completed,STR-015,Rep_033,2.5
TXN-103054,CUST-01911,Customer_11063,42,Male,Johannesburg,Gauteng,Health & Beauty,Perfume,2,811.52,0.2,1298.43,Credit Card,2024-10-23,Returned,STR-012,Rep_008,1.0
TXN-117202,CUST-14018,Customer_9638,63,Female,Pretoria,Gauteng,Clothing,Dress,2,792.49,0.0,1584.98,Mobile Pay,2023-01-31,Completed,STR-013,Rep_117,2.9
TXN-120520,CUST-05652,Customer_52712,53,Male,Port Elizabeth,Eastern Cape,Toys,Board Game,4,292.73,0.0,1170.92,Mobile Pay,2024-02-10,Completed,STR-038,Rep_004,4.4
TXN-135008,CUST-03610,Customer_54108,,Other,Polokwane,Limpopo,Health & Beauty,Electric Toothbrush,4,494.86,0.05,1880.47,Credit Card,2023-11-04,Completed,STR-019,Rep_195,5.0
TXN-148116,CUST-26357,Customer_43908,20,Female,Bloemfontein,Free State,Sports,Bicycle,5,4846.23,0.0,24231.15,Credit Card,2022-12-12,Pending,STR-033,Rep_082,2.6
TXN-156006,CUST-09260,Customer_22582,33,Male,East London,Eastern Cape,Toys,Doll,4,203.62,0.0,814.48,Credit Card,2024-05-01,Completed,STR-015,Rep_066,2.7
TXN-159611,CUST-13743,Customer_8752,54,Other,  East London  ,,Electronics,Tablet,1,4952.62,0.2,3962.1,Cash,2023-11-25,Completed,STR-019,Rep_071,1.8
TXN-116340,CUST-03080,Customer_89094,67,Female,Port Elizabeth,,Food & Beverage,Energy Drink,5,27.55,0.2,110.2,,2022-01-02,Completed,STR-007,,3.2
TXN-106731,CUST-22067,Customer_67804,20,Other,Kimberley,Northern Cape,Clothing,Hoodie,1,533.83,0.0,533.83,Debit Card,2023-03-31,Pending,STR-035,Rep_010,2.8
TXN-119271,CUST-04615,Customer_46681,60,Male,Port Elizabeth,Eastern Cape,Toys,LEGO Set,4,733.35,0.05,2786.73,Credit Card,N/A,Completed,STR-039,Rep_131,3.6
TXN-102670,CUST-25352,Customer_51979,60,Female,Pretoria,Gauteng,Electronics,Smartphone,2,9129.33,0.2,14606.93,Cash,2022-12-18,Cancelled,STR-024,Rep_114,1.9
TXN-172175,CUST-25344,Customer_36311,60,Male,Kimberley,Northern Cape,Health & Beauty,Vitamins,4,204.73,0.1,737.03,Cash,2024-11-23,Completed,STR-048,Rep_154,2.2
TXN-139274,CUST-19247,Customer_62301,22,Other,Polokwane,Limpopo,Sports,Running Shoes,2,1255.11,0.1,2259.2,Cash,2023-12-10,Pending,STR-007,Rep_116,1.2
TXN-139559,CUST-24206,Customer_46564,27,Male,Johannesburg,Gauteng,Food & Beverage,Coffee Beans,3,193.14,0.05,550.45,Debit Card,N/A,Completed,STR-023,Rep_123,2.9
TXN-140281,CUST-14897,,59,Female,East London,Eastern Cape,Clothing,Jeans,2,593.74,0.2,949.98,EFT,2023-04-20,Completed,STR-037,Rep_127,1.2
TXN-131156,CUST-01516,Customer_63488,58,Other,Johannesburg,Gauteng,Home & Garden,Lamp  ,3,524.38,0.2,1258.51,Cash,2023-06-23,Completed,STR-012,Rep_070,
TXN-139367,CUST-23381,Customer_43375,23,Female,Johannesburg,Eastern Cape,Clothing,Sneakers,4,1027.76,0.0,4111.04,Cash,2024-09-25,Completed,STR-008,Rep_155,
TXN-143501,CUST-21175,Customer_35613,,Male,Cape Town,Western Cape,Health & Beauty,Electric Toothbrush,1,480.47,0.15,408.4,EFT,2022-06-03,Cancelled,STR-042,Rep_152,4.0
TXN-133725,CUST-11829,Customer_78797,22,Male,Kimberley,Northern Cape,Sports,Dumbbell Set,3,836.13,0.0,2508.39,Cash,2024-12-24,Completed,STR-011,Rep_066,2.5
TXN-133281,CUST-23548,Customer_14197,20,Female,Durban,KwaZulu-Natal,Sports,Bicycle,1,5245.92,0.0,5245.92,Cash,2023-05-28,Returned,STR-019,Rep_023,4.3
TXN-131575,CUST-23417,Customer_17417,44,Male,Cape Town,Western Cape,Food & Beverage,Coffee Beans,4,187.88,0.0,751.52,Debit Card,2022-11-22,Completed,STR-016,Rep_106,2.7
TXN-108576,CUST-14133,Customer_22032,22,Other,Kimberley,Northern Cape,Sports,Bicycle,3,5087.79,0.05,14500.2,Credit Card,2023-10-07,Completed,STR-002,Rep_111,3.1
TXN-129692,CUST-13726,,20,Male,Cape Town,Western Cape,Home & Garden,Bookshelf,3,2033.85,0.05,5796.47,Cash,2022-12-05,Completed,STR-027,Rep_042,2.8
TXN-154634,CUST-04670,Customer_6204,48,male,Kimberley,Northern Cape,Clothing,Jacket,2,1329.03,0.0,2658.06,Debit Card,2023-06-15,Completed,STR-039,Rep_156,1.2
TXN-104639,CUST-16086,Customer_95310,26,Other,East London,Eastern Cape,Clothing,Hoodie,5,566.13,0.2,2264.52,Cash,2023-12-27,Completed,STR-041,Rep_006,4.1
TXN-151805,CUST-09866,Customer_20776,43,Other,Cape Town,Western Cape,Health & Beauty,Hair Dryer,-1,728.44,0.05,R692.02,Cash,2022-02-23,Completed,STR-032,,2.9
TXN-125855,CUST-19825,Customer_75389,42,Female,East London,Eastern Cape,HOME & GARDEN,Bookshelf,3,1987.0,0.0,5961.0,Mobile Pay,2022-04-01,Completed,STR-011,Rep_043,3.5
TXN-107248,CUST-24729,,49,Female,Pretoria,Gauteng,Sports,Yoga Mat,4,385.55,0.2,1233.76,Mobile Pay,2022-07-24,Returned,STR-002,Rep_154,3.4
TXN-155026,CUST-09079,,68,Male,Cape Town,Western Cape,Health & Beauty,Moisturiser,1,243.98,0.0,243.98,EFT,2022-07-18,Completed,STR-044,,
TXN-165405,CUST-25008,Customer_48967,23,Other,Cape Town,Western Cape,Food & Beverage,Olive Oil,3,127.17,0.15,324.28,EFT,2024-02-08,Completed,STR-027,Rep_021,1.7
TXN-115761,CUST-11533,Customer_66395,25,Other,Bloemfontein,Free State,Food & Beverage,Coffee Beans,1,185.08,0.0,185.08,Credit Card,2022-05-09,Completed,STR-013,Rep_087,0
TXN-126002,CUST-15252,Customer_48789,30,,Nelspruit,Mpumalanga,Sports,Bicycle,5,4994.63,0.2,19978.52,Credit Card,2023-01-03,Cancelled,STR-026,Rep_098,2.3
TXN-120039,CUST-14601,Customer_28356,34,Male,East London,Eastern Cape,Sports,Yoga Mat,2,380.86,,723.63,Credit Card,2024-06-23,Completed,STR-015,Rep_034,1.5
TXN-156455,CUST-28856,Customer_10591,,FEMALE,Cape Town,Gauteng,Electronics,Camera,1,7297.61,0.1,6567.85,,2022-05-28,Completed,STR-034,Rep_016,
TXN-141228,CUST-11227,Customer_91030,52,Male,Kimberley,Northern Cape,Electronics,Tablet,2,5047.51,0.0,10095.02,Cash,2024-03-21,Completed,STR-004,Rep_172,4.3
TXN-148203,CUST-15055,Customer_83141,18,Male,Johannesburg,Gauteng,Sports,Bicycle,4,4758.06,0.0,19032.24,Credit Card,2023-08-11,Completed,STR-045,,4.4
TXN-157483,CUST-03087,Customer_64076,36,Male,Nelspruit,Mpumalanga,Clothing,Sneakers,1,1016.22,0.0,1016.22,Cash,2024-04-06,Pending,STR-045,Rep_133,4.6
TXN-142677,CUST-03532,Customer_11569,38,,Bloemfontein,Free State,Electronics,Smart TV,5,9947.59,0.0,49737.95,Mobile Pay,2023-03-05,Completed,STR-006,Rep_109,1.8
TXN-134692,CUST-12633,Customer_76310,37,Other,Kimberley,,Electronics,Camera,5,6866.36,0.2,27465.44,Credit Card,2022-06-08,Completed,STR-027,Rep_030,4.6
TXN-170931,CUST-02471,Customer_74905,25,Female,Kimberley,Northern Cape,sports,Yoga Mat,4,396.44,0.05,1506.47,,2024-08-29,Completed,STR-017,Rep_092,4.7
TXN-117821,CUST-21044,Customer_14341,40,Female,Pretoria,Gauteng,CLOTHING,Hoodie,3,534.45,0.1,1443.02,EFT,2024-05-12,Completed,STR-004,Rep_003,3.0
TXN-121546,CUST-05523,Customer_62235,47,Female,East London,Eastern Cape,Electronics,Laptop,2,13269.74,0.1,23885.53,Cash,2023-09-23,Completed,STR-022,Rep_158,1.3
TXN-103350,CUST-17934,Customer_21753,40,Female,Durban,KwaZulu-Natal,Home & Garden,Bookshelf,2,1942.01,0.05,3689.82,EFT,2023-05-02,Completed,STR-040,Rep_078,3.7
TXN-134209,CUST-17400,Customer_75722,39,Other,Bloemfontein,Free State,Sports,Yoga Mat,1,380.13,0.0,380.13,EFT,2023-09-16,Completed,STR-025,Rep_184,1.9
TXN-124956,CUST-24233,Customer_53611,21,Other,Bloemfontein,,Toys,Board Game,1,304.01,0.0,304.01,Debit Card,2022-07-23,Completed,STR-050,Rep_094,
TXN-144190,CUST-22437,Customer_89698,66,Male,East London,Eastern Cape,TOYS,Board Game,1,290.11,0.0,290.11,EFT,2024-11-27,Completed,STR-014,Rep_024,
TXN-138408,CUST-19519,Customer_83240,30,Female,Johannesburg,Gauteng,Electronics,Laptop,3,12693.37,0.15,32368.09,EFT,2024-08-05,Completed,STR-011,Rep_142,1.9
TXN-141123,CUST-26183,Customer_56711,35,,  Pretoria  ,Gauteng,Home & Garden,Lamp,3,528.31,0.0,1584.93,EFT,13/45/2023,Completed,STR-025,Rep_180,4.2
TXN-143585,CUST-11501,Customer_80732,49,Female,Kimberley,Northern Cape,HEALTH & BEAUTY,Electric Toothbrush,3,492.56,0.15,1256.03,Debit Card,2022-06-05,Returned,STR-023,Rep_121,4.4
TXN-168053,CUST-02304,Customer_38881,43,Other,Port Elizabeth,Eastern Cape,health & beauty,Electric Toothbrush,4,478.18,0.05,1817.08,,2023-12-18,Returned,STR-035,Rep_181,1.5
TXN-142178,CUST-13453,Customer_86372,56,Female,Polokwane,Limpopo,Health & Beauty,Moisturiser,1,250.49,0.05,237.97,unknown,2024-10-11,Completed,STR-029,Rep_002,5.0
TXN-105623,CUST-25943,Customer_44518,54,Male,Johannesburg,Gauteng,Sports,Yoga Mat,5,409.38,0.1,1842.21,Credit Card,2022-02-06,Completed,STR-034,Rep_079,3.3
TXN-128573,CUST-25915,Customer_31455,,Other,East London,Eastern Cape,Food & Beverage,Tea Set,3,248.61,0.05,708.54,Credit Card,2022-12-16,Completed,STR-035,Rep_005,3.0
TXN-164590,CUST-22328,Customer_60935,57,Other,Port Elizabeth,Eastern Cape,Clothing,Dress,1,762.41,0.05,724.29,Debit Card,2023-09-23,Completed,STR-021,Rep_192,3.3
TXN-140400,CUST-25064,Customer_28459,28,Male,Port Elizabeth,Eastern Cape,Electronics,Tablet,1,5192.57,0.0,5192.57,Credit Card,2023-11-21,Returned,STR-009,Rep_192,1.3
TXN-146729,CUST-13115,Customer_33810,42,Male,Durban,KwaZulu-Natal,Sports,Bicycle,5,5232.36,0.05,24853.71,Cash,2024-12-12,Completed,STR-032,Rep_020,10
TXN-144476,CUST-20833,Customer_66200,,Male,Cape Town,Western Cape,clothing,Hoodie,4,526.26,0.05,1999.79,,2022-12-29,Completed,STR-017,Rep_166,
TXN-126477,CUST-24777,Customer_8412,44,Female,Pretoria,Gauteng,Clothing,Hoodie,5,572.19,0.0,2860.95,Credit Card,2024-06-13,Completed,STR-031,Rep_186,2.7
TXN-122355,CUST-13104,Customer_72320,41,Other,Nelspruit,Mpumalanga,Electronics,Smartphone,4,8645.34,0.15,29394.16,Debit Card,2024-07-15,Completed,STR-009,Rep_149,1.9
TXN-134442,CUST-08467,Customer_1615,36,Male,Nelspruit,Mpumalanga,Electronics,Headphones,5,1507.5,0.05,7160.62,Mobile Pay,2023-02-05,Completed,STR-048,Rep_200,1.9
TXN-137583,CUST-08982,Customer_23916,28,Male,Kimberley,Northern Cape,Toys,Board Game,4,304.57,0.1,1096.45,Cash,2024-08-20,Completed,STR-015,Rep_142,
TXN-122372,CUST-15930,Customer_30731,51,Male,East London,,CLOTHING,Hoodie,4,548.41,0.0,2193.64,EFT,2024-11-10,Completed,STR-001,Rep_014,2.2
TXN-172531,CUST-26920,Customer_81295,67,Other,Nelspruit,Mpumalanga,Home & Garden,Garden Chair,3,922.15,0.0,2766.45,Cash,2024-05-11,Completed,STR-030,Rep_193,2.5
TXN-150600,CUST-16239,Customer_92655,44,Female,Kimberley,Northern Cape,Home & Garden,Lamp,5,573.59,0.1,2581.16,Mobile Pay,2022-03-20,Completed,STR-001,Rep_130,3.1
TXN-123052,CUST-18843,Customer_2396,63,male,Bloemfontein,Free State,Toys,Doll,4,200.7,0.0,802.8,EFT,2024-01-30,Completed,STR-043,Rep_154,1.8
TXN-147367,CUST-16292,Customer_76417,20,Male,Polokwane,Limpopo,Sports,Yoga Mat,5,417.47,0.0,2087.35,EFT,2023-10-04,Completed,STR-033,Rep_002,1.5
TXN-151600,CUST-12955,Customer_42975,35,Other,Cape Town,Western Cape,Electronics,Smartphone,3,8608.76,0.0,25826.28,Credit Card,2024-09-21,Completed,STR-025,Rep_059,2.6
TXN-113541,CUST-15719,Customer_53037,48,Female,Nelspruit,Mpumalanga,Food & Beverage,Energy Drink,5,30.08,0.05,142.88,Debit Card,2024-01-31,Completed,STR-020,Rep_146,4.5
TXN-162416,CUST-27390,Customer_28492,,Other,Durban,KwaZulu-Natal,Home & Garden,Garden Chair,1,918.19,0.1,826.37,EFT,2024-01-28,Completed,STR-001,Rep_025,1.9
TXN-138933,CUST-14994,Customer_74415,47,Male,  Kimberley  ,Northern Cape,Food & Beverage,Olive Oil  ,3,129.96,0.0,389.88,EFT,2022-03-05,Completed,STR-016,Rep_108,2.0
TXN-137071,CUST-04488,Customer_92251,22,F,Kimberley,Northern Cape,Electronics,Headphones,3,1532.13,0.2,3677.11,Debit Card,2023-02-22,Completed,STR-014,Rep_138,5.0
TXN-165675,CUST-10300,,,Other,East London,Eastern Cape,Food & Beverage,Energy Drink,3,28.42,,68.21,EFT,2022-02-11,Completed,STR-050,Rep_113,4.1
TXN-157227,CUST-21110,,32,Other,Port Elizabeth,Eastern Cape,Electronics,Laptop,4,12425.74,0.0,49702.96,Debit Card,2022-08-29,Completed,STR-027,Rep_060,3.9
TXN-154666,CUST-24496,Customer_46401,35,Other,Bloemfontein,Free State,Toys,Board Game,3,309.66,0.1,836.08,Credit Card,2022-07-17,Completed,STR-018,Rep_033,4.1
TXN-125461,CUST-28827,Customer_34056,,Other,  Durban  ,KwaZulu-Natal,Sports,Bicycle,5,4838.22,0.0,24191.1,Mobile Pay,2022-12-01,Completed,STR-039,Rep_156,2.5
TXN-105606,CUST-26649,Customer_65977,34,Male,Polokwane,Limpopo,Home & Garden,Bookshelf,1,2072.9,0.0,2072.9,Debit Card,2024-03-02,Completed,STR-047,Rep_162,2.0
TXN-152965,CUST-21846,Customer_88840,63,Female,Polokwane,Limpopo,Electronics,Smartphone,2,8714.01,0.05,16556.62,EFT,2022-12-10,Pending,STR-045,Rep_121,2.5
TXN-123957,CUST-02537,Customer_16977,23,Male,Polokwane,Limpopo,Home & Garden,Bookshelf,1,1936.25,0.05,1839.44,Credit Card,2022-06-20,Completed,STR-008,Rep_017,1.0
TXN-171535,CUST-12075,Customer_38632,,Male,Bloemfontein,Free State,FOOD & BEVERAGE,Tea Set,1,243.48,0.15,206.96,Mobile Pay,2024-06-12,Completed,STR-013,Rep_014,2.9
TXN-106086,CUST-14554,Customer_31964,18,Male,Bloemfontein,Free State,Sports,Dumbbell Set,2,819.74,0.05,1557.51,Mobile Pay,2024-09-30,Completed,STR-015,Rep_198,3.5
TXN-134952,CUST-03002,Customer_53782,31,Female,Nelspruit,Mpumalanga,Home & Garden,Couch,4,7977.44,0.2,25527.81,Mobile Pay,2022-12-09,Returned,STR-035,Rep_008,3.2
TXN-139520,CUST-07204,Customer_24766,19,Other,Pretoria,Gauteng,Electronics,Smart TV,2,10317.27,0.05,19602.81,Debit Card,2024-11-02,Completed,STR-032,Rep_174,3.1
TXN-161697,CUST-18521,Customer_2558,52,Other,Bloemfontein,Free State,Toys,Board Game,5,302.65,0.0,1513.25,Cash,2024-08-11,Pending,STR-023,Rep_020,3.7
TXN-163193,CUST-05950,Customer_15861,57,Female,Bloemfontein,Free State,SPORTS,Running Shoes,3,1271.72,0.1,3433.64,Debit Card,2023-06-05,Returned,STR-028,Rep_142,2.0
TXN-132379,CUST-10494,Customer_28055,53,Other,Kimberley,Northern Cape,Clothing,Jeans,5,582.62,0.2,2330.48,,2022-05-05,Returned,STR-047,Rep_028,
TXN-130844,CUST-24014,Customer_53960,39,Female,Bloemfontein,Free State,Electronics,Laptop,2,13537.75,0.0,27075.5,Credit Card,2024-07-14,Completed,STR-039,Rep_103,
TXN-131469,CUST-09935,Customer_88246,35,?,Port Elizabeth,Eastern Cape,Health & Beauty,Hair Dryer,3,686.3,0.0,2058.9,Mobile Pay,2023-02-22,Completed,STR-033,Rep_130,3.5
TXN-104718,CUST-23415,Customer_74981,70,Male,Kimberley,Northern Cape,Clothing,Sneakers,2,992.53,0.1,1786.55,Mobile Pay,2023-03-08,Pending,STR-047,Rep_083,1.1
TXN-100903,CUST-23260,,,Male,Durban,KwaZulu-Natal,Clothing,Jeans,1,603.97,0.05,573.77,Debit Card,2022-08-04,Pending,STR-012,,4.6
TXN-103543,CUST-16318,Customer_81032,21,Other,Kimberley,Northern Cape,Health & Beauty,Moisturiser,3,245.08,0.0,735.24,Cash,2023-05-12,Completed,STR-031,Rep_004,1.5
TXN-145006,CUST-13462,Customer_99309,44,Male,Pretoria,,Sports,Dumbbell Set,3,801.71,0.05,2284.87,Cash,2024-02-02,Completed,STR-025,Rep_153,1.9
TXN-122500,CUST-28758,Customer_3997,,Male,East London,Eastern Cape,Home & Garden,Bookshelf,4,1983.35,0.0,7933.4,Debit Card,2022-10-11,Completed,STR-049,Rep_058,1.6
TXN-141379,CUST-05942,Customer_1047,53,Female,Port Elizabeth,Eastern Cape,Health & Beauty,Vitamins,2,189.87,0.05,360.75,Mobile Pay,2022-07-19,Completed,STR-011,Rep_024,4.3
TXN-122566,CUST-17997,Customer_68446,43,Male,Kimberley,,Food & Beverage,Coffee Beans,5,180.27,0.15,766.15,Debit Card,2022-08-09,Completed,STR-047,Rep_074,1.6
TXN-169604,CUST-23210,Customer_63627,65,Female,East London,Eastern Cape,Sports,Dumbbell Set,2,825.32,0.05,1568.11,Credit Card,2023-03-21,Completed,STR-048,Rep_035,2.1
TXN-144628,CUST-26584,Customer_28416,68,Male,Pretoria,Gauteng,electronics,Headphones,1,1473.59,0.0,1473.59,,2024-01-22,Completed,STR-046,Rep_154,
TXN-106679,CUST-25089,Customer_68126,,male,Polokwane,Limpopo,Home & Garden,Garden Chair,2,901.48,0.0,1802.96,Debit Card,,Completed,STR-006,Rep_154,
TXN-101843,CUST-08791,Customer_88318,21,Other,Durban,KwaZulu-Natal,Electronics,Smart TV,1,10111.93,0.0,10111.93,EFT,2024-09-20,Pending,STR-030,Rep_164,1.6
TXN-112080,CUST-18927,Customer_50820,40,Female,Bloemfontein,Free State,Home & Garden,Garden Chair,3,906.27,0.15,2310.99,Mobile Pay,2024-10-31,Completed,STR-017,Rep_012,2.2
TXN-173123,CUST-22324,Customer_98083,19,Female,Port Elizabeth,Eastern Cape,Health & Beauty,Hair Dryer,5,679.1,0.05,3225.72,EFT,2023-11-08,Cancelled,STR-012,Rep_172,4.3
TXN-127833,CUST-16732,Customer_36454,32,Female,Pretoria,Gauteng,Clothing,Jeans,4,623.37,0.05,2368.81,Credit Card,24/05/2023,Completed,STR-029,Rep_149,1.2
TXN-168193,CUST-10704,,28,Other,East London,Eastern Cape,Health & Beauty,Perfume  ,2,810.63,0.15,1378.07,debit,2022-08-27,Completed,STR-029,Rep_018,2.7
TXN-154174,CUST-28305,Customer_39682,64,Male,East London,Eastern Cape,Sports,Dumbbell Set,2,788.72,0.0,1577.44,Cash,2024-03-17,Completed,STR-011,Rep_036,3.5
TXN-115182,CUST-14718,Customer_4132,51,Male,Pretoria,Gauteng,Food & Beverage,Protein Bar,4,46.24,0.2,147.97,Debit Card,2023-07-19,Returned,STR-026,Rep_113,
TXN-134219,CUST-20228,Customer_37973,68,Other,Nelspruit,Mpumalanga,FOOD & BEVERAGE,Tea Set,4,250.47,0.2,801.5,Mobile Pay,2023-10-13,Completed,STR-009,Rep_007,
TXN-125168,CUST-19367,Customer_71726,18,Female,Kimberley,Northern Cape,Clothing,T-Shirt,1,260.37,0.05,247.35,Debit Card,2023-08-06,Completed,STR-021,Rep_111,
TXN-155918,CUST-17429,Customer_62761,,Male,Pretoria,Gauteng,ELECTRONICS,Smartphone,3,8873.7,0.15,22627.94,EFT,2022-05-24,Pending,STR-025,Rep_037,1.2
TXN-107406,CUST-01216,Customer_45384,31,M,Cape Town,Western Cape,Toys,Puzzle,5,151.53,0.2,606.12,EFT,2024-12-28,Completed,STR-005,Rep_157,4.5
TXN-117136,CUST-01757,Customer_88054,53,Male,Kimberley,Northern Cape,Food & Beverage,Olive Oil,4,0,0.2,415.42,EFT,2023-04-20,Completed,STR-036,Rep_118,3.9
TXN-125519,CUST-18728,Customer_55793,-5,Female,Johannesburg,Gauteng,food & beverage,Tea Set,5,256.51,0.0,1282.55,,2023-01-31,Completed,STR-041,Rep_131,1.8
TXN-136620,CUST-10463,Customer_16826,41,,Pretoria,Gauteng,Toys,RC Car,0,877.6,0.0,2632.8,EFT,2022-01-09,Pending,STR-009,Rep_125,4.6
TXN-129340,CUST-16376,Customer_13163,36,Female,Durban,KwaZulu-Natal,Health & Beauty,Hair Dryer,5,687.44,0.15,2921.62,Cash,2023-04-24,Pending,STR-018,Rep_178,3.6
TXN-153853,CUST-06050,Customer_48671,31,Male,  Kimberley  ,Northern Cape,Food & Beverage,Olive Oil,2,129.14,0.15,219.54,eft,2024-01-17,Completed,STR-047,Rep_007,3.1
TXN-124710,CUST-27276,Customer_47804,,Other,Bloemfontein,Free State,toys,RC Car,5,894.39,0.1,4024.76,,02/08/2023,Cancelled,STR-037,Rep_198,2.3
TXN-115112,CUST-02151,Customer_75374,19,Female,Polokwane,Limpopo,Sports,Tennis Racket,2,623.16,0.0,1246.32,EFT,2022-10-31,Completed,STR-030,,2.7
TXN-116702,CUST-17004,,34,Female,Nelspruit,Mpumalanga,toys,Board Game,5,288.5,0.1,1298.25,,2024-01-02,Completed,STR-012,Rep_023,4.6
TXN-136585,CUST-22148,Customer_60623,48,Male,Cape Town,Western Cape,Food & Beverage,Protein Bar,1,43.01,0.0,43.01,Debit Card,2022-06-30,Completed,STR-041,Rep_181,1.0
TXN-107776,CUST-09472,Customer_11190,,Other,Durban,KwaZulu-Natal,Toys,Puzzle,4,146.63,0.1,527.87,Cash,2024-03-07,Completed,STR-044,Rep_198,3.1
TXN-134454,CUST-05503,Customer_61486,29,Male,Durban,KwaZulu-Natal,Food & Beverage,Coffee Beans,2,180.06,0.05,342.11,Mobile Pay,2024-04-16,Completed,STR-040,Rep_161,4.9
TXN-111755,CUST-25885,Customer_14011,70,Female,Pretoria,Gauteng,Food & Beverage,Coffee Beans  ,2,189.15,0.1,340.47,EFT,2024-06-14,Pending,STR-036,Rep_005,2.4
TXN-119576,CUST-17101,Customer_90134,37,Other,Pretoria,Gauteng,Sports,Running Shoes,2,1307.1,0.15,2222.07,Debit Card,2024-05-28,Returned,STR-006,Rep_003,
TXN-146247,CUST-12785,Customer_24597,30,,Durban,KwaZulu-Natal,Health & Beauty,Vitamins,2,204.82,0.0,409.64,Cash,2022-01-06,Completed,STR-017,Rep_116,3.9
TXN-133213,CUST-06088,Customer_80181,46,Other,Polokwane,Limpopo,Sports,Yoga Mat,3,407.09,0.1,1099.14,Cash,2024-12-16,Completed,STR-021,Rep_065,3.8
